year,raceName,driverName,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,status
2024,Monaco Grand Prix,Leclerc,1,1,1,1,25.0,78,2:23:15.554,8595554,,0,,,Finished
2024,Monaco Grand Prix,Piastri,2,2,2,2,18.0,78,+7.152,8602706,,0,,,Finished
2024,Monaco Grand Prix,Sainz,3,3,3,3,15.0,78,+7.585,8603139,,0,,,Finished
2024,Monaco Grand Prix,Norris,4,4,4,4,12.0,78,+8.650,8604204,,0,,,Finished
2024,Monaco Grand Prix,Russell,5,5,5,5,10.0,78,+13.309,8608863,,0,,,Finished
2024,Monaco Grand Prix,Verstappen,6,6,6,6,8.0,78,+13.853,8609407,,0,,,Finished
2024,Monaco Grand Prix,Hamilton,7,7,7,7,7.0,78,+14.908,8610462,,0,,,Finished
2024,Monaco Grand Prix,Tsunoda,8,8,8,8,4.0,77,,,,0,,,+1 Lap
2024,Monaco Grand Prix,Albon,9,9,9,9,2.0,77,,,,0,,,+1 Lap
2024,Monaco Grand Prix,Gasly,10,10,10,10,1.0,77,,,,0,,,+1 Lap
2024,Monaco Grand Prix,Alonso,14,11,11,11,0.0,76,,,,0,,,+2 Laps
2024,Monaco Grand Prix,Ricciardo,12,12,12,12,0.0,76,,,,0,,,+2 Laps
2024,Monaco Grand Prix,Bottas,17,13,13,13,0.0,76,,,,0,,,+2 Laps
2024,Monaco Grand Prix,Stroll,13,14,14,14,0.0,76,,,,0,,,+2 Laps
2024,Monaco Grand Prix,Sargeant,15,15,15,15,0.0,76,,,,0,,,+2 Laps
2024,Monaco Grand Prix,Zhou,18,16,16,16,0.0,76,,,,0,,,+2 Laps
2024,Monaco Grand Prix,Ocon,11,,R,17,0.0,0,,,,0,,,Collision
2024,Monaco Grand Prix,Pérez,16,,R,18,0.0,0,,,,0,,,Collision
2024,Monaco Grand Prix,Hülkenberg,19,,R,19,0.0,0,,,,0,,,Collision
2024,Monaco Grand Prix,Magnussen,20,,R,20,0.0,0,,,,0,,,Collision
