year,raceName,driverName,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,status
2023,Azerbaijan Grand Prix,Pérez,3,1,1,1,25.0,51,1:32:42.436,5562436,50,5,1:44.589,206.625,Finished
2023,Azerbaijan Grand Prix,Verstappen,2,2,2,2,18.0,51,+2.137,5564573,51,2,1:44.232,207.333,Finished
2023,Azerbaijan Grand Prix,Leclerc,1,3,3,3,15.0,51,+21.217,5583653,49,4,1:44.561,206.681,Finished
2023,Azerbaijan Grand Prix,Alonso,6,4,4,4,12.0,51,+22.024,5584460,49,3,1:44.241,207.315,Finished
2023,Azerbaijan Grand Prix,Sainz,4,5,5,5,10.0,51,+45.491,5607927,48,6,1:45.175,205.474,Finished
2023,Azerbaijan Grand Prix,Hamilton,5,6,6,6,8.0,51,+46.145,5608581,48,7,1:45.346,205.141,Finished
2023,Azerbaijan Grand Prix,Stroll,9,7,7,7,6.0,51,+51.617,5614053,45,9,1:45.627,204.595,Finished
2023,Azerbaijan Grand Prix,Russell,11,8,8,8,5.0,51,+1:14.240,5636676,51,1,1:43.370,209.062,Finished
2023,Azerbaijan Grand Prix,Norris,7,9,9,9,2.0,51,+1:20.376,5642812,49,12,1:45.738,204.380,Finished
2023,Azerbaijan Grand Prix,Tsunoda,8,10,10,10,1.0,51,+1:23.862,5646298,51,11,1:45.727,204.401,Finished
2023,Azerbaijan Grand Prix,Piastri,10,11,11,11,0.0,51,+1:26.501,5648937,51,10,1:45.631,204.587,Finished
2023,Azerbaijan Grand Prix,Albon,12,12,12,12,0.0,51,+1:28.623,5651059,51,15,1:45.925,204.019,Finished
2023,Azerbaijan Grand Prix,Magnussen,16,13,13,13,0.0,51,+1:29.729,5652165,51,13,1:45.850,204.164,Finished
2023,Azerbaijan Grand Prix,Gasly,17,14,14,14,0.0,51,+1:31.332,5653768,47,8,1:45.540,204.764,Finished
2023,Azerbaijan Grand Prix,Ocon,0,15,15,15,0.0,51,+1:37.794,5660230,49,14,1:45.908,204.052,Finished
2023,Azerbaijan Grand Prix,Sargeant,14,16,16,16,0.0,51,+1:40.943,5663379,49,17,1:46.501,202.916,Finished
2023,Azerbaijan Grand Prix,Hülkenberg,0,17,17,17,0.0,50,,,34,18,1:46.731,202.479,+1 Lap
2023,Azerbaijan Grand Prix,Bottas,13,18,18,18,0.0,50,,,36,16,1:46.304,203.292,+1 Lap
2023,Azerbaijan Grand Prix,Zhou,15,,R,19,0.0,36,,,31,19,1:47.553,200.931,Overheating
2023,Azerbaijan Grand Prix,Pilote Inconnu,18,,R,20,0.0,9,,,4,20,1:48.781,198.663,Accident
