year,raceName,driverName,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,status
2024,Saudi Arabian Grand Prix,Verstappen,1,1,1,1,25.0,50,1:20:43.273,4843273,50,3,1:31.773,242.188,Finished
2024,Saudi Arabian Grand Prix,Pérez,3,2,2,2,18.0,50,+13.6431,4862704,37,8,1:32.273,240.876,Finished
2024,Saudi Arabian Grand Prix,Leclerc,2,3,3,3,16.0,50,+18.639,4861912,50,1,1:31.632,242.561,Finished
2024,Saudi Arabian Grand Prix,Piastri,5,4,4,4,12.0,50,+32.007,4875280,1,10,1:32.310,240.779,Finished
2024,Saudi Arabian Grand Prix,Alonso,4,5,5,5,10.0,50,+35.759,4879032,43,13,1:32.387,240.579,Finished
2024,Saudi Arabian Grand Prix,Russell,7,6,6,6,8.0,50,+39.936,4883209,42,7,1:32.254,240.926,Finished
2024,Saudi Arabian Grand Prix,Bearman,11,7,7,7,6.0,50,+42.679,4885952,50,5,1:32.186,241.103,Finished
2024,Saudi Arabian Grand Prix,Norris,6,8,8,8,4.0,50,+45.708,4888981,1,4,1:31.944,241.738,Finished
2024,Saudi Arabian Grand Prix,Hamilton,8,9,9,9,2.0,50,+47.391,4890664,38,2,1:31.746,242.260,Finished
2024,Saudi Arabian Grand Prix,Hülkenberg,15,10,10,10,1.0,50,+1:16.996,4920269,49,12,1:32.366,240.633,Finished
2024,Saudi Arabian Grand Prix,Albon,12,11,11,11,0.0,50,+1:28.354,4931627,50,9,1:32.307,240.787,Finished
2024,Saudi Arabian Grand Prix,Magnussen,13,12,12,12,0.0,50,+1:45.7373,4955646,47,11,1:32.338,240.706,Finished
2024,Saudi Arabian Grand Prix,Ocon,17,13,13,13,0.0,49,,,48,17,1:33.481,237.763,+1 Lap
2024,Saudi Arabian Grand Prix,Sargeant,19,14,14,14,0.0,49,,,44,18,1:33.523,237.657,+1 Lap
2024,Saudi Arabian Grand Prix,Tsunoda,9,15,15,15,0.0,49,,,49,15,1:33.026,238.926,+1 Lap
2024,Saudi Arabian Grand Prix,Ricciardo,14,16,16,16,0.0,49,,,47,16,1:33.323,238.166,+1 Lap
2024,Saudi Arabian Grand Prix,Bottas,16,17,17,17,0.0,49,,,49,14,1:32.706,239.751,+1 Lap
2024,Saudi Arabian Grand Prix,Zhou,20,18,18,18,0.0,49,,,49,6,1:32.208,241.046,+1 Lap
2024,Saudi Arabian Grand Prix,Stroll,10,,R,19,0.0,5,,,5,19,1:35.560,232.591,Accident
2024,Saudi Arabian Grand Prix,Gasly,18,,R,20,0.0,1,,,,0,,,Gearbox
