year,raceName,driverName,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,status
2024,Emilia Romagna Grand Prix,Verstappen,1,1,1,1,25.0,63,1:25:25.252,5125252,38,9,1:20.366,219.898,Finished
2024,Emilia Romagna Grand Prix,Norris,2,2,2,2,18.0,63,+0.725,5125977,54,6,1:19.994,220.921,Finished
2024,Emilia Romagna Grand Prix,Leclerc,3,3,3,3,15.0,63,+7.916,5133168,27,5,1:19.935,221.084,Finished
2024,Emilia Romagna Grand Prix,Piastri,5,4,4,4,12.0,63,+14.132,5139384,25,4,1:19.907,221.162,Finished
2024,Emilia Romagna Grand Prix,Sainz,4,5,5,5,10.0,63,+22.325,5147577,63,7,1:20.220,220.299,Finished
2024,Emilia Romagna Grand Prix,Hamilton,8,6,6,6,8.0,63,+35.104,5160356,43,8,1:20.331,219.994,Finished
2024,Emilia Romagna Grand Prix,Russell,6,7,7,7,7.0,63,+47.154,5172406,54,1,1:18.589,224.871,Finished
2024,Emilia Romagna Grand Prix,Pérez,11,8,8,8,4.0,63,+54.776,5180028,52,3,1:19.686,221.775,Finished
2024,Emilia Romagna Grand Prix,Stroll,13,9,9,9,2.0,63,+1:19.556,5204808,58,10,1:20.570,219.342,Finished
2024,Emilia Romagna Grand Prix,Tsunoda,7,10,10,10,1.0,62,,,14,11,1:20.936,218.350,+1 Lap
2024,Emilia Romagna Grand Prix,Hülkenberg,10,11,11,11,0.0,62,,,3,20,1:21.700,216.308,+1 Lap
2024,Emilia Romagna Grand Prix,Magnussen,18,12,12,12,0.0,62,,,58,12,1:21.009,218.153,+1 Lap
2024,Emilia Romagna Grand Prix,Ricciardo,9,13,13,13,0.0,62,,,13,19,1:21.569,216.655,+1 Lap
2024,Emilia Romagna Grand Prix,Ocon,12,14,14,14,0.0,62,,,37,16,1:21.304,217.361,+1 Lap
2024,Emilia Romagna Grand Prix,Zhou,17,15,15,15,0.0,62,,,37,13,1:21.016,218.134,+1 Lap
2024,Emilia Romagna Grand Prix,Gasly,15,16,16,16,0.0,62,,,10,17,1:21.371,217.183,+1 Lap
2024,Emilia Romagna Grand Prix,Sargeant,19,17,17,17,0.0,62,,,55,14,1:21.229,217.562,+1 Lap
2024,Emilia Romagna Grand Prix,Bottas,16,18,18,18,0.0,62,,,11,18,1:21.455,216.959,+1 Lap
2024,Emilia Romagna Grand Prix,Alonso,20,19,19,19,0.0,62,,,62,2,1:19.004,223.689,+1 Lap
2024,Emilia Romagna Grand Prix,Albon,14,,R,20,0.0,51,,,48,15,1:21.274,217.442,Retired
