year,raceName,driverName,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,status
2022,Australian Grand Prix,Leclerc,1,1,1,1,26.0,58,1:27:46.548,5266548,58,1,1:20.260,236.740,Finished
2022,Australian Grand Prix,Pérez,3,2,2,2,18.0,58,+20.524,5287072,58,3,1:21.094,234.305,Finished
2022,Australian Grand Prix,Russell,6,3,3,3,15.0,58,+25.593,5292141,53,4,1:21.495,233.152,Finished
2022,Australian Grand Prix,Hamilton,5,4,4,4,12.0,58,+28.543,5295091,51,7,1:21.886,232.039,Finished
2022,Australian Grand Prix,Norris,4,5,5,5,10.0,58,+53.303,5319851,55,8,1:22.248,231.018,Finished
2022,Australian Grand Prix,Ricciardo,7,6,6,6,8.0,58,+53.737,5320285,54,9,1:22.451,230.449,Finished
2022,Australian Grand Prix,Ocon,8,7,7,7,6.0,58,+1:01.683,5328231,58,10,1:22.469,230.399,Finished
2022,Australian Grand Prix,Bottas,12,8,8,8,4.0,58,+1:08.439,5334987,54,5,1:21.651,232.707,Finished
2022,Australian Grand Prix,Gasly,11,9,9,9,2.0,58,+1:16.221,5342769,52,13,1:22.731,229.669,Finished
2022,Australian Grand Prix,Albon,20,10,10,10,1.0,58,+1:19.382,5345930,54,12,1:22.589,230.064,Finished
2022,Australian Grand Prix,Zhou,14,11,11,11,0.0,58,+1:21.695,5348243,55,11,1:22.541,230.198,Finished
2022,Australian Grand Prix,Stroll,19,12,12,12,0.0,58,+1:28.598,5355146,48,17,1:23.592,227.304,Finished
2022,Australian Grand Prix,Pilote Inconnu,15,13,13,13,0.0,57,,,55,14,1:23.006,228.908,+1 Lap
2022,Australian Grand Prix,Magnussen,16,14,14,14,0.0,57,,,44,15,1:23.071,228.729,+1 Lap
2022,Australian Grand Prix,Tsunoda,13,15,15,15,0.0,57,,,56,16,1:23.342,227.985,+1 Lap
2022,Australian Grand Prix,Pilote Inconnu,18,16,16,16,0.0,57,,,49,18,1:23.882,226.518,+1 Lap
2022,Australian Grand Prix,Alonso,10,17,17,17,0.0,57,,,57,2,1:20.846,235.024,+1 Lap
2022,Australian Grand Prix,Verstappen,2,,R,18,0.0,38,,,37,6,1:21.677,232.633,Fuel leak
2022,Australian Grand Prix,Pilote Inconnu,17,,R,19,0.0,22,,,17,19,1:25.189,223.042,Accident
2022,Australian Grand Prix,Sainz,9,,R,20,0.0,1,,,,0,,,Spun off
