year,raceName,driverName,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,status
2022,Saudi Arabian Grand Prix,Verstappen,4,1,1,1,25.0,50,1:24:19.293,5059293,50,2,1:31.772,242.191,Finished
2022,Saudi Arabian Grand Prix,Leclerc,2,2,2,2,19.0,50,+0.549,5059842,48,1,1:31.634,242.556,Finished
2022,Saudi Arabian Grand Prix,Sainz,3,3,3,3,15.0,50,+8.097,5067390,48,3,1:31.905,241.841,Finished
2022,Saudi Arabian Grand Prix,Pérez,1,4,4,4,12.0,50,+10.800,5070093,46,4,1:32.042,241.481,Finished
2022,Saudi Arabian Grand Prix,Russell,6,5,5,5,10.0,50,+32.732,5092025,43,7,1:32.821,239.454,Finished
2022,Saudi Arabian Grand Prix,Ocon,5,6,6,6,8.0,50,+56.017,5115310,46,9,1:33.103,238.729,Finished
2022,Saudi Arabian Grand Prix,Norris,11,7,7,7,6.0,50,+56.124,5115417,46,5,1:32.753,239.629,Finished
2022,Saudi Arabian Grand Prix,Gasly,9,8,8,8,4.0,50,+1:02.946,5122239,42,10,1:33.468,237.796,Finished
2022,Saudi Arabian Grand Prix,Magnussen,10,9,9,9,2.0,50,+1:04.308,5123601,48,6,1:32.779,239.562,Finished
2022,Saudi Arabian Grand Prix,Hamilton,15,10,10,10,1.0,50,+1:13.948,5133241,47,8,1:32.997,239.001,Finished
2022,Saudi Arabian Grand Prix,Zhou,12,11,11,11,0.0,50,+1:22.215,5141508,45,13,1:33.924,236.642,Finished
2022,Saudi Arabian Grand Prix,Hülkenberg,17,12,12,12,0.0,50,+1:31.742,5151035,47,11,1:33.651,237.332,Finished
2022,Saudi Arabian Grand Prix,Stroll,13,13,13,13,0.0,49,,,46,16,1:34.446,235.334,+1 Lap
2022,Saudi Arabian Grand Prix,Albon,16,14,14,14,0.0,47,,,46,15,1:34.368,235.528,Collision damage
2022,Saudi Arabian Grand Prix,Bottas,8,,R,15,0.0,36,,,31,14,1:33.979,236.503,Cooling system
2022,Saudi Arabian Grand Prix,Alonso,7,,R,16,0.0,35,,,33,12,1:33.831,236.876,Water pump
2022,Saudi Arabian Grand Prix,Ricciardo,14,,R,17,0.0,35,,,34,17,1:34.487,235.232,Gearbox
2022,Saudi Arabian Grand Prix,Pilote Inconnu,18,,R,18,0.0,14,,,9,18,1:37.530,227.892,Accident
2022,Saudi Arabian Grand Prix,Tsunoda,19,,R,19,0.0,0,,,,0,,,Power Unit
2022,Saudi Arabian Grand Prix,Pilote Inconnu,0,,W,20,0.0,0,,,,0,,,Withdrew
