year,raceName,driverName,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,status
2023,São Paulo Grand Prix,Verstappen,1,1,1,1,25.0,71,1:56:48.894,7008894,68,2,1:13.422,211.277,Finished
2023,São Paulo Grand Prix,Norris,6,2,2,2,19.0,71,+8.277,7017171,61,1,1:12.486,214.005,Finished
2023,São Paulo Grand Prix,Alonso,4,3,3,3,15.0,71,+34.155,7043049,54,10,1:14.442,208.382,Finished
2023,São Paulo Grand Prix,Pérez,9,4,4,4,12.0,71,+34.208,7043102,55,5,1:14.124,209.276,Finished
2023,São Paulo Grand Prix,Stroll,3,5,5,5,10.0,71,+40.845,7049739,67,4,1:14.007,209.607,Finished
2023,São Paulo Grand Prix,Sainz,7,6,6,6,8.0,71,+50.188,7059082,59,9,1:14.406,208.483,Finished
2023,São Paulo Grand Prix,Gasly,15,7,7,7,6.0,71,+56.093,7064987,48,11,1:14.521,208.161,Finished
2023,São Paulo Grand Prix,Hamilton,5,8,8,8,4.0,71,+1:02.859,7071753,59,12,1:14.739,207.554,Finished
2023,São Paulo Grand Prix,Tsunoda,16,9,9,9,2.0,71,+1:09.880,7078774,64,7,1:14.231,208.974,Finished
2023,São Paulo Grand Prix,Ocon,14,10,10,10,1.0,70,,,53,6,1:14.206,209.045,+1 Lap
2023,São Paulo Grand Prix,Sargeant,19,11,11,11,0.0,70,,,51,16,1:15.738,204.816,+1 Lap
2023,São Paulo Grand Prix,Hülkenberg,11,12,12,12,0.0,70,,,66,14,1:15.036,206.732,+1 Lap
2023,São Paulo Grand Prix,Ricciardo,17,13,13,13,0.0,70,,,68,3,1:13.866,210.007,+1 Lap
2023,São Paulo Grand Prix,Piastri,10,14,14,14,0.0,69,,,66,8,1:14.310,208.752,+2 Laps
2023,São Paulo Grand Prix,Russell,8,,R,15,0.0,57,,,55,13,1:14.934,207.014,Overheating
2023,São Paulo Grand Prix,Bottas,18,,R,16,0.0,39,,,20,15,1:15.731,204.835,Engine
2023,São Paulo Grand Prix,Zhou,20,,R,17,0.0,22,,,17,17,1:16.232,203.489,Engine
2023,São Paulo Grand Prix,Magnussen,12,,R,18,0.0,0,,,,0,,,Collision
2023,São Paulo Grand Prix,Albon,13,,R,19,0.0,0,,,,0,,,Collision
2023,São Paulo Grand Prix,Leclerc,0,,W,20,0.0,0,,,,0,,,Engine
