year,raceName,driverName,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,status
2022,Hungarian Grand Prix,Verstappen,10,1,1,1,25.0,70,1:39:35.912,5975912,45,6,1:22.126,192.041,Finished
2022,Hungarian Grand Prix,Hamilton,7,2,2,2,19.0,70,+7.834,5983746,57,1,1:21.386,193.787,Finished
2022,Hungarian Grand Prix,Russell,1,3,3,3,15.0,70,+12.337,5988249,57,9,1:22.766,190.556,Finished
2022,Hungarian Grand Prix,Sainz,2,4,4,4,12.0,70,+14.579,5990491,51,4,1:22.000,192.336,Finished
2022,Hungarian Grand Prix,Pérez,11,5,5,5,10.0,70,+15.688,5991600,44,3,1:21.940,192.477,Finished
2022,Hungarian Grand Prix,Leclerc,3,6,6,6,8.0,70,+16.047,5991959,57,2,1:21.622,193.227,Finished
2022,Hungarian Grand Prix,Norris,4,7,7,7,6.0,70,+1:18.300,6054212,47,11,1:23.043,189.920,Finished
2022,Hungarian Grand Prix,Alonso,6,8,8,8,4.0,69,,,47,18,1:23.979,187.804,+1 Lap
2022,Hungarian Grand Prix,Ocon,5,9,9,9,2.0,69,,,60,20,1:24.149,187.424,+1 Lap
2022,Hungarian Grand Prix,Pilote Inconnu,18,10,10,10,1.0,69,,,51,10,1:22.824,190.423,+1 Lap
2022,Hungarian Grand Prix,Stroll,14,11,11,11,0.0,69,,,51,7,1:22.437,191.317,+1 Lap
2022,Hungarian Grand Prix,Gasly,0,12,12,12,0.0,69,,,58,14,1:23.199,189.564,+1 Lap
2022,Hungarian Grand Prix,Zhou,12,13,13,13,0.0,69,,,58,5,1:22.029,192.268,+1 Lap
2022,Hungarian Grand Prix,Pilote Inconnu,15,14,14,14,0.0,69,,,50,13,1:23.151,189.674,+1 Lap
2022,Hungarian Grand Prix,Ricciardo,9,15,15,15,0.0,69,,,63,17,1:23.654,188.533,+1 Lap
2022,Hungarian Grand Prix,Magnussen,13,16,16,16,0.0,69,,,37,15,1:23.511,188.856,+1 Lap
2022,Hungarian Grand Prix,Albon,17,17,17,17,0.0,69,,,43,12,1:23.047,189.911,+1 Lap
2022,Hungarian Grand Prix,Pilote Inconnu,19,18,18,18,0.0,69,,,60,8,1:22.478,191.221,+1 Lap
2022,Hungarian Grand Prix,Tsunoda,16,19,19,19,0.0,68,,,58,16,1:23.538,188.795,+2 Laps
2022,Hungarian Grand Prix,Bottas,8,20,20,20,0.0,65,,,60,19,1:24.002,187.752,Power Unit
