year,raceName,driverName,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,status
2023,Belgian Grand Prix,Verstappen,6,1,1,1,25.0,44,1:22:30.450,4950450,32,2,1:48.922,231.490,Finished
2023,Belgian Grand Prix,Pérez,2,2,2,2,18.0,44,+22.305,4972755,31,6,1:50.308,228.581,Finished
2023,Belgian Grand Prix,Leclerc,1,3,3,3,15.0,44,+32.259,4982709,30,7,1:50.436,228.316,Finished
2023,Belgian Grand Prix,Hamilton,3,4,4,4,13.0,44,+49.671,5000121,44,1,1:47.305,234.978,Finished
2023,Belgian Grand Prix,Alonso,9,5,5,5,10.0,44,+56.184,5006634,42,13,1:50.938,227.283,Finished
2023,Belgian Grand Prix,Russell,8,6,6,6,8.0,44,+1:03.101,5013551,25,11,1:50.603,227.972,Finished
2023,Belgian Grand Prix,Norris,7,7,7,7,6.0,44,+1:13.719,5024169,26,18,1:51.682,225.769,Finished
2023,Belgian Grand Prix,Ocon,14,8,8,8,4.0,44,+1:14.719,5025169,27,8,1:50.439,228.310,Finished
2023,Belgian Grand Prix,Stroll,10,9,9,9,2.0,44,+1:19.340,5029790,26,16,1:51.297,226.550,Finished
2023,Belgian Grand Prix,Tsunoda,11,10,10,10,1.0,44,+1:20.221,5030671,26,17,1:51.394,226.353,Finished
2023,Belgian Grand Prix,Gasly,12,11,11,11,0.0,44,+1:23.084,5033534,25,12,1:50.911,227.339,Finished
2023,Belgian Grand Prix,Bottas,13,12,12,12,0.0,44,+1:25.191,5035641,26,10,1:50.515,228.153,Finished
2023,Belgian Grand Prix,Zhou,17,13,13,13,0.0,44,+1:35.441,5045891,27,5,1:50.188,228.830,Finished
2023,Belgian Grand Prix,Albon,15,14,14,14,0.0,44,+1:36.184,5046634,35,3,1:49.841,229.553,Finished
2023,Belgian Grand Prix,Magnussen,16,15,15,15,0.0,44,+1:41.754,5052204,27,14,1:50.993,227.171,Finished
2023,Belgian Grand Prix,Ricciardo,19,16,16,16,0.0,44,+1:43.071,5053521,25,15,1:50.994,227.169,Finished
2023,Belgian Grand Prix,Sargeant,18,17,17,17,0.0,44,+1:44.476,5054926,37,9,1:50.486,228.213,Finished
2023,Belgian Grand Prix,Hülkenberg,0,18,18,18,0.0,44,+1:50.450,5060900,26,4,1:49.907,229.415,Finished
2023,Belgian Grand Prix,Sainz,4,,R,19,0.0,23,,,9,19,1:53.138,222.864,Collision damage
2023,Belgian Grand Prix,Piastri,5,,R,20,0.0,0,,,,0,,,Collision damage
